simp_word,trad_word,freq,pinyin
香辣鸡腿堡,香辣雞腿堡,304,xiang la ji tui bao
五柳鱼,五柳魚,304,wu liu yu
磷酸二氢钙,磷酸二氫鈣,304,lin suan er qing gai
吴裕泰茶庄,吳裕泰茶莊,303,wu yu tai cha zhuang
烟熏三文鱼,煙燻三文魚,302,yan xun san wen yu
酥油饼,酥油餅,302,su you bing
桂发祥麻花,桂發祥麻花,301,gui fa xiang ma hua
健美茶,健美茶,301,jian mei cha
紫光液,紫光液,301,zi guang ye
面粉处理剂,麪粉處理劑,301,mian fen chu li ji
白云猪手,白雲豬手,300,bai yun zhu shou
解酒方,解酒方,300,jie jiu fang
稻香春,稻香春,300,dao xiang chun
云猪手,雲豬手,300,yun zhu shou
苹果脯,蘋果脯,300,ping guo pu
炒螺蛳,炒螺螄,300,chao luo si
冻米糖,凍米糖,299,dong mi tang
清炖羊肉,清燉羊肉,299,qing dun yang rou
粉汤饺子,粉湯餃子,299,fen tang jiao zi
阿里山高山茶,阿里山高山茶,299,a li shan gao shan cha
盱眙小龙虾,盱眙小龍蝦,298,xu yi xiao long xia
凌云白毫,凌雲白毫,298,ling yun bai hao
海鲜拼盘,海鮮拼盤,298,hai xian pin pan
西班牙海鲜饭,西班牙海鮮飯,298,xi ban ya hai xian fan
比利时啤酒,比利時啤酒,298,bi li shi pi jiu
羊肉汤锅,羊肉湯鍋,297,yang rou tang guo
豆腐面,豆腐面,297,dou fu mian
兰花根,蘭花根,297,lan hua gen
鱼肉肠,魚肉腸,297,yu rou chang
鲫鱼豆腐汤,鯽魚豆腐湯,296,ji yu dou fu tang
金枪鱼沙拉,金槍魚沙拉,296,jin qiang yu sha la
沙朗牛排,沙朗牛排,296,sha lang niu pai
客家酿豆腐,客家釀豆腐,296,ke jia niang dou fu
天使蛋糕,天使蛋糕,296,tian shi dan gao
粽子糖,糉子糖,295,zong zi tang
蛋烘糕,蛋烘糕,294,dan hong gao
欧式蛋糕,歐式蛋糕,294,ou shi dan gao
拔丝山药,拔絲山藥,294,ba si shan yao
锦芳小吃店,錦芳小喫店,294,jin fang xiao chi dian
手撕包菜,手撕包菜,294,shou si bao cai
冰拿铁,冰拿鐵,293,bing na tie
清蒸桂鱼,清蒸桂魚,293,qing zheng gui yu
白辣椒,白辣椒,293,bai la jiao
三丁包子,三丁包子,293,san ding bao zi
鲤跃龙门,鯉躍龍門,292,li yue long men
金丝蜜枣,金絲蜜棗,291,jin si mi zao
樊记腊汁肉,樊記臘汁肉,291,fan ji la zhi rou
香茅草烤鱼,香茅草烤魚,290,xiang mao cao kao yu
烧鱼头,燒魚頭,289,shao yu tou
响油鳝糊,響油鱔糊,288,xiang you shan hu
虎皮尖椒,虎皮尖椒,288,hu pi jian jiao
肉桂油,肉桂油,287,rou gui you
金巴利,金巴利,287,jin ba li
稍美,稍美,287,shao mei
三套鸭,三套鴨,287,san tao ya
瓜尔胶,瓜爾膠,287,gua er jiao
凉拌苦瓜,涼拌苦瓜,286,liang ban ku gua
猪血丸子,豬血丸子,286,zhu xue wan zi
牦牛火锅,犛牛火鍋,286,mao niu huo guo
碣滩茶,碣灘茶,286,jie tan cha
松油醇,松油醇,285,song you chun
臭桂鱼,臭桂魚,285,chou gui yu
庐山石鱼,廬山石魚,285,lu shan shi yu
炒西兰花,炒西蘭花,284,chao xi lan hua
鲜肉小笼,鮮肉小籠,284,xian rou xiao long
葡聚糖酶,葡聚糖酶,284,pu ju tang mei
白菜豆腐汤,白菜豆腐湯,283,bai cai dou fu tang
枣泥糕,棗泥糕,283,zao ni gao
韭菜包,韭菜包,283,jiu cai bao
临潼石榴,臨潼石榴,283,lin tong shi liu
松子鱼,松子魚,280,song zi yu
陈皮牛肉,陳皮牛肉,280,chen pi niu rou
豆豉鱼,豆豉魚,279,dou chi yu
鸿起顺,鴻起順,279,hong qi shun
炒玉米,炒玉米,278,chao yu mi
太谷饼,太谷餅,278,tai gu bing
火晶柿子,火晶柿子,278,huo jing shi zi
蜂糕,蜂糕,278,feng gao
老椰,老椰,277,lao ye
吹肝,吹肝,277,chui gan
肉汤圆,肉湯圓,277,rou tang yuan
肉馕,肉饢,276,rou nang
盐煎肉,鹽煎肉,276,yan jian rou
咖喱饺,咖喱餃,275,ga li jiao
卷筒粉,捲筒粉,275,juan tong fen
三鲜馄饨,三鮮餛飩,274,san xian hun tun
焖饼,燜餅,274,men bing
皇岭,皇嶺,274,huang ling
绍兴腐乳,紹興腐乳,274,shao xing fu ru
涌溪火青,湧溪火青,274,yong xi huo qing
碗仔翅,碗仔翅,274,wan zai chi
炉鸭,爐鴨,274,lu ya
拆烩鲢鱼头,拆燴鰱魚頭,273,chai hui lian yu tou
辣椒仔,辣椒仔,273,la jiao zai
凯撒沙拉,凱撒沙拉,273,kai sa sha la
鼎湖上素,鼎湖上素,272,ding hu shang su
聚葡萄糖,聚葡萄糖,271,ju pu tao tang
奶油饼干,奶油餅乾,270,nai you bing gan
香叶醇,香葉醇,270,xiang ye chun
虫草鸭,蟲草鴨,270,chong cao ya
樟茶鸭子,樟茶鴨子,269,zhang cha ya zi
八角茴香油,八角茴香油,269,ba jiao hui xiang you
水果塔,水果塔,269,shui guo ta
云南咖啡,雲南咖啡,269,yun nan ka fei
朱鸿兴,朱鴻興,268,zhu hong xing
丙酸钙,丙酸鈣,268,bing suan gai
门钉肉饼,門釘肉餅,267,men ding rou bing
韭菜合子,韭菜合子,267,jiu cai he zi
蜜汁梨球,蜜汁梨球,267,mi zhi li qiu
鲜饼,鮮餅,267,xian bing
萝卜牛腩,蘿蔔牛腩,266,luo bo niu nan
粉蒸牛肉,粉蒸牛肉,266,fen zheng niu rou
红曲红,紅曲紅,265,hong qu hong
小绍兴鸡粥,小紹興雞粥,265,xiao shao xing ji zhou
武夷山岩茶,武夷山岩茶,264,wu yi shan yan cha
酸辣白菜,酸辣白菜,263,suan la bai cai
司岗里,司崗裏,263,si gang li
川芎茶,川芎茶,262,chuan qiong cha
天兴居,天興居,262,tian xing ju
酒酿饼,酒釀餅,262,jiu niang bing
中华药膳,中華藥膳,261,zhong hua yao shan
花草堂,花草堂,261,hua cao tang
新丰小吃,新豐小喫,261,xin feng xiao chi
蜜番茄,蜜番茄,261,mi fan qie
东安子鸡,東安子雞,260,dong an zi ji
阿拉伯咖啡,阿拉伯咖啡,260,a la bo ka fei
珍珠圆子,珍珠圓子,260,zhen zhu yuan zi
平水珠茶,平水珠茶,260,ping shui zhu cha
丁香粉,丁香粉,258,ding xiang fen
庐山石鸡,廬山石雞,256,lu shan shi ji
方便粥,方便粥,256,fang bian zhou
清汤柳叶燕菜,清湯柳葉燕菜,255,qing tang liu ye yan cai
西湖绸伞,西湖綢傘,255,xi hu chou san
牛油面,牛油麪,254,niu you mian
马祥兴,馬祥興,254,ma xiang xing
玫瑰酥,玫瑰酥,254,mei gui su
兔头煲,兔頭煲,253,tu tou bao
手抓面,手抓面,253,shou zhua mian
滇绿,滇綠,253,dian lv
砂锅饭,砂鍋飯,253,sha guo fan
酸辣豆花,酸辣豆花,252,suan la dou hua
三合泥,三合泥,252,san he ni
纳仁,納仁,252,na ren
炒豌豆,炒豌豆,252,chao wan dou
君之薇,君之薇,252,jun zhi wei
栗子粥,栗子粥,252,li zi zhou
肉末烧饼,肉末燒餅,251,rou mo shao bing
腊八豆腐,臘八豆腐,251,la ba dou fu
油塔子,油塔子,251,you ta zi
海带排骨汤,海帶排骨湯,251,hai dai pai gu tang
荔枝罐头,荔枝罐頭,250,li zhi guan tou
爆炒腰花,爆炒腰花,250,bao chao yao hua
芦荟酒,蘆薈酒,250,lu hui jiu
情中情,情中情,250,qing zhong qing
台湾青枣,臺灣青棗,250,tai wan qing zao
京式月饼,京式月餅,250,jing shi yue bing
单县羊肉汤,單縣羊肉湯,250,dan xian yang rou tang
栗子球,栗子球,249,li zi qiu
蓝色珊瑚礁,藍色珊瑚礁,249,lan se shan hu jiao
电解质饮料,電解質飲料,248,dian jie zhi yin liao
叫化童鸡,叫化童雞,248,jiao hua tong ji
糟鸭,糟鴨,248,zao ya
肉夹饼,肉夾餅,248,rou jia bing
冬果梨,冬果梨,247,dong guo li
蛎饼,蠣餅,247,li bing
糖耳朵,糖耳朵,247,tang er duo
炒面片,炒麪片,247,chao mian pian
咸煎饼,鹹煎餅,246,xian jian bing
蛇餐馆,蛇餐館,246,she can guan
白切狗,白切狗,246,bai qie gou
油馓子,油饊子,245,you san zi
银包金,銀包金,244,yin bao jin
黑胡椒碎,黑胡椒碎,244,hei hu jiao sui
生姜粉,生薑粉,244,sheng jiang fen
何首乌粉,何首烏粉,243,he shou wu fen
雪蛋,雪蛋,243,xue dan
六必居酱菜,六必居醬菜,242,liu bi ju jiang cai
大叶乌龙,大葉烏龍,242,da ye wu long
金钱肉,金錢肉,242,jin qian rou
锅巴肉片,鍋巴肉片,241,guo ba rou pian
无锡水蜜桃,無錫水蜜桃,241,wu xi shui mi tao
美味牛肉,美味牛肉,241,mei wei niu rou
古老肉,古老肉,240,gu lao rou
圣堡罗,聖堡羅,240,sheng bao luo
午子仙毫,午子仙毫,239,wu zi xian hao
蝴蝶酥,蝴蝶酥,239,hu die su
油醋汁,油醋汁,239,you cu zhi
思乐冰,思樂冰,238,si le bing
炒时蔬,炒時蔬,238,chao shi shu
姜奶,姜奶,238,jiang nai
炸虾饼,炸蝦餅,237,zha xia bing
水果鸡,水果雞,237,shui guo ji
茯苓糕,茯苓糕,237,fu ling gao
马家烧麦,馬家燒麥,236,ma jia shao mai
鼎边糊,鼎邊糊,236,ding bian hu
双皮刀鱼,雙皮刀魚,236,shuang pi dao yu
香蕉蛋糕,香蕉蛋糕,235,xiang jiao dan gao
宫饼,宮餅,235,gong bing
六必居酱园,六必居醬園,235,liu bi ju jiang yuan
锅贴饺,鍋貼餃,235,guo tie jiao
胡麻饼,胡麻餅,234,hu ma bing
原壳鲍鱼,原殼鮑魚,234,yuan ke bao yu
抗坏血酸钠,抗壞血酸鈉,233,kang huai xue suan na
沸腾可乐,沸騰可樂,233,fei teng ke le
礼品蛋糕,禮品蛋糕,233,li pin dan gao
脆皮乳鸽,脆皮乳鴿,233,cui pi ru ge
鱼汤面,魚湯麪,233,yu tang mian
水分保持剂,水分保持劑,232,shui fen bao chi ji
鲤鱼焙面,鯉魚焙面,232,li yu bei mian
煌佳,煌佳,232,huang jia
朝天锅,朝天鍋,232,chao tian guo
雪顶咖啡,雪頂咖啡,232,xue ding ka fei
沙棘黄,沙棘黃,232,sha ji huang
炒小白菜,炒小白菜,231,chao xiao bai cai
巧克力奶茶,巧克力奶茶,231,qiao ke li nai cha
番薯糖水,番薯糖水,231,fan shu tang shui
登瀛楼,登瀛樓,231,deng ying lou
水产罐头,水產罐頭,230,shui chan guan tou
悠泡水,悠泡水,229,you pao shui
萝卜红,蘿蔔紅,229,luo bo hong
大刀面,大刀面,229,da dao mian
高邮咸鸭蛋,高郵鹹鴨蛋,228,gao you xian ya dan
鲜鸡汤,鮮雞湯,228,xian ji tang
清蒸甲鱼,清蒸甲魚,228,qing zheng jia yu
太平燕,太平燕,228,tai ping yan
盐局鸡,鹽局雞,228,yan ju ji
豌豆面,豌豆麪,227,wan dou mian
霉干菜烧肉,黴乾菜燒肉,226,mei gan cai shao rou
拔丝香蕉,拔絲香蕉,226,ba si xiang jiao
一品豆腐,一品豆腐,226,yi pin dou fu
鸡鸭血汤,雞鴨血湯,226,ji ya xue tang
锅边糊,鍋邊糊,225,guo bian hu
胶姆糖基础剂,膠姆糖基礎劑,225,jiao mu tang ji chu ji
烧鱿鱼,燒魷魚,225,shao you yu
红薯饭,紅薯飯,224,hong shu fan
大树菠萝,大樹菠蘿,224,da shu bo luo
葛记,葛記,224,ge ji
瑞士卷,瑞士捲,223,rui shi juan
蜜三刀,蜜三刀,223,mi san dao
怪味胡豆,怪味胡豆,223,guai wei hu dou
闪子,閃子,222,shan zi
异抗坏血酸,異抗壞血酸,222,yi kang huai xue suan
过氧化钙,過氧化鈣,222,guo yang hua gai
大叶芹,大葉芹,222,da ye qin
草粿,草粿,221,cao guo
方豆腐,方豆腐,221,fang dou fu
葱烤鲫鱼,蔥烤鯽魚,221,cong kao ji yu
鲜肉包子,鮮肉包子,220,xian rou bao zi
软儿梨,軟兒梨,220,ruan er li
酥油糌粑,酥油糌粑,219,su you zan ba
姜汁啤酒,薑汁啤酒,219,jiang zhi pi jiu
肉松卷,肉鬆卷,219,rou song juan
果仁张,果仁張,219,guo ren zhang
二姐兔丁,二姐兔丁,219,er jie tu ding
麻圆,麻圓,219,ma yuan
粟米粥,粟米粥,218,su mi zhou
豆酥糖,豆酥糖,218,dou su tang
洛神花茶,洛神花茶,218,luo shen hua cha
红烧牛腩,紅燒牛腩,218,hong shao niu nan
西樵大饼,西樵大餅,218,xi qiao da bing
红酒醋,紅酒醋,217,hong jiu cu
夏威夷风光,夏威夷風光,217,xia wei yi feng guang
清蒸白鱼,清蒸白魚,217,qing zheng bai yu
湖南腊肉,湖南臘肉,217,hu nan la rou
炸元宵,炸元宵,217,zha yuan xiao
甜奶油,甜奶油,216,tian nai you
柠檬糖,檸檬糖,216,ning meng tang
松仁小肚,松仁小肚,216,song ren xiao du
菊花酥,菊花酥,215,ju hua su
蚕豆粉,蠶豆粉,215,can dou fen
肴驴肉,餚驢肉,215,yao lv rou
沙米粉,沙米粉,215,sha mi fen
西瓜鸡,西瓜雞,215,xi gua ji
广东粽子,廣東糉子,215,guang dong zong zi
马蹄酥,馬蹄酥,215,ma ti su
软炸里脊,軟炸裏脊,215,ruan zha li ji
小酥肉,小酥肉,215,xiao su rou
古月胡,古月胡,214,gu yue hu
火边子牛肉,火邊子牛肉,214,huo bian zi niu rou
豆焖饭,豆燜飯,214,dou men fan
槽子糕,槽子糕,214,cao zi gao
小卷粉,小卷粉,213,xiao juan fen
烧饵块,燒餌塊,213,shao er kuai
南翔小笼馒头,南翔小籠饅頭,212,nan xiang xiao long man tou
冰之恋,冰之戀,212,bing zhi lian
东江盐焗鸡,東江鹽焗雞,212,dong jiang yan ju ji
紫糯米,紫糯米,212,zi nuo mi
王四酒家,王四酒家,212,wang si jiu jia
冷粉,冷粉,212,leng fen
珠兰花茶,珠蘭花茶,211,zhu lan hua cha
大卤面,大滷麪,211,da lu mian
乳茶,乳茶,211,ru cha
馓子麻花,饊子麻花,210,san zi ma hua
小青椒,小青椒,210,xiao qing jiao
明溪肉脯干,明溪肉脯幹,210,ming xi rou pu gan
深州蜜桃,深州蜜桃,210,shen zhou mi tao
爆炒鱿鱼,爆炒魷魚,210,bao chao you yu
红烧鱼块,紅燒魚塊,209,hong shao yu kuai
永和园,永和園,209,yong he yuan
上校鸡块,上校雞塊,209,shang xiao ji kuai
莜面栲栳,莜麪栲栳,209,you mian kao lao
糖卷果,糖卷果,209,tang juan guo
酸汤水饺,酸湯水餃,209,suan tang shui jiao
蛋奶酥,蛋奶酥,208,dan nai su
麦芽茶,麥芽茶,208,mai ya cha
炒鸡丝,炒雞絲,208,chao ji si
酥火烧,酥火燒,208,su huo shao
早餐饼,早餐餅,208,zao can bing
盘飧市,盤飧市,208,pan sun shi
壹条龙,壹條龍,208,yi tiao long
油焖春笋,油燜春筍,208,you men chun sun
烧萝卜,燒蘿蔔,207,shao luo bo
景扬楼,景揚樓,207,jing yang lou
咖哩牛肉,咖哩牛肉,207,ka li niu rou
椰酱,椰醬,207,ye jiang
茶馓,茶饊,206,cha san
韧性饼干,韌性餅乾,206,ren xing bing gan
聚二甲基硅氧烷,聚二甲基硅氧烷,206,ju er jia ji gui yang wan
异麦芽酮糖,異麥芽酮糖,206,yi mai ya tong tang
绿茶蛋糕,綠茶蛋糕,206,lv cha dan gao
呈味核苷酸二钠,呈味核苷酸二鈉,206,cheng wei he gan suan er na
虾爆鳝面,蝦爆鱔面,206,xia bao shan mian
黑椒牛扒,黑椒牛扒,205,hei jiao niu ba
袜底酥,襪底酥,205,wa di su
土豆烧肉,土豆燒肉,205,tu dou shao rou
香茅醇,香茅醇,204,xiang mao chun
沙棘汁,沙棘汁,204,sha ji zhi
山楂饼,山楂餅,204,shan zha bing
柠檬酸铁铵,檸檬酸鐵銨,204,ning meng suan tie an
沙茶牛肉,沙茶牛肉,204,sha cha niu rou
海城馅饼,海城餡餅,204,hai cheng xian bing
法国红磨坊,法國紅磨坊,203,fa guo hong mo fang
红烧海参,紅燒海蔘,203,hong shao hai shen
如意卷,如意卷,203,ru yi juan
三鲜水饺,三鮮水餃,203,san xian shui jiao
什锦豆腐,什錦豆腐,203,shi jin dou fu
咸鱼饼子,鹹魚餅子,202,xian yu bing zi
葱油面,蔥油麪,202,cong you mian
水盆羊肉,水盆羊肉,202,shui pen yang rou
溜肝尖,溜肝尖,202,liu gan jian
荷叶鸡,荷葉雞,202,he ye ji
面粉改良剂,麪粉改良劑,201,mian fen gai liang ji
事事平安,事事平安,201,shi shi ping an
巧克力奶昔,巧克力奶昔,201,qiao ke li nai xi
冰泉豆浆,冰泉豆漿,201,bing quan dou jiang
糖醋白菜,糖醋白菜,201,tang cu bai cai
酱椒鱼头,醬椒魚頭,201,jiang jiao yu tou
状元及第粥,狀元及第粥,201,zhuang yuan ji di zhou
杏皮水,杏皮水,200,xing pi shui
被膜剂,被膜劑,200,bei mo ji
邮亭鲫鱼,郵亭鯽魚,199,you ting ji yu
珍珠汤,珍珠湯,199,zhen zhu tang
罗汉肚,羅漢肚,199,luo han du
三合汤,三合湯,198,san he tang
包谷粑,包穀粑,198,bao gu ba
香茅醛,香茅醛,198,xiang mao quan
酸菜牛,酸菜牛,198,suan cai niu
菊花锅,菊花鍋,198,ju hua guo
豆沙糕,豆沙糕,198,dou sha gao
蚝仔煎,蠔仔煎,198,hao zai jian
聚丰德,聚豐德,197,ju feng de
萧山萝卜干,蕭山蘿蔔乾,197,xiao shan luo bo gan
套四宝,套四寶,197,tao si bao
印糕,印糕,197,yin gao
雀巢淡奶油,雀巢淡奶油,196,que chao dan nai you
乳化硅油,乳化硅油,196,ru hua gui you
椒盐排骨,椒鹽排骨,196,jiao yan pai gu
山大皇,山大皇,196,shan da huang
哲司,哲司,196,zhe si
泡椒墨鱼仔,泡椒墨魚仔,196,pao jiao mo yu zai
腊味煲仔饭,臘味煲仔飯,196,la wei bao zai fan
麻辣兔头,麻辣兔頭,196,ma la tu tou
酥合,酥合,196,su he
烤小猪,烤小豬,196,kao xiao zhu
伦教糕,倫教糕,195,lun jiao gao
糯米糖藕,糯米糖藕,195,nuo mi tang ou
翡翠豆腐,翡翠豆腐,195,fei cui dou fu
五一饭店,五一飯店,195,wu yi fan dian
酸菜牛肉,酸菜牛肉,194,suan cai niu rou
蟠龙菜,蟠龍菜,194,pan long cai
四川榨菜,四川榨菜,193,si chuan zha cai
可可果,可可果,193,ke ke guo
广州星群,廣州星羣,193,guang zhou xing qun
乙酸丁酯,乙酸丁酯,193,yi suan ding zhi
仙人掌茶,仙人掌茶,193,xian ren zhang cha
豌豆糕,豌豆糕,193,wan dou gao
芥末墩儿,芥末墩兒,192,jie mo dun er
上杭萝卜干,上杭蘿蔔乾,192,shang hang luo bo gan
肉燕皮,肉燕皮,192,rou yan pi
冰糖湘莲,冰糖湘蓮,192,bing tang xiang lian
西瓜盅,西瓜盅,192,xi gua zhong
莲子糕,蓮子糕,192,lian zi gao
石磨豆花,石磨豆花,192,shi mo dou hua
豆花米线,豆花米線,191,dou hua mi xian
糖醋带鱼,糖醋帶魚,191,tang cu dai yu
华夫饼干,華夫餅乾,191,hua fu bing gan
俄罗斯菜,俄羅斯菜,190,e luo si cai
刷把头,刷把頭,190,shua ba tou
贾三灌汤包子,賈三灌湯包子,190,jia san guan tang bao zi
羊腥汤,羊腥湯,190,yang xing tang
特级橄榄油,特級橄欖油,189,te ji gan lan you
葱包桧,蔥包檜,189,cong bao gui
萝卜饼,蘿蔔餅,189,luo bo bing
扒海参,扒海蔘,188,ba hai shen
牛肉泡馍,牛肉泡饃,188,niu rou pao mo
刈包,刈包,188,yi bao
九里飘香,九里飄香,187,jiu li piao xiang
青海带,青海帶,187,qing hai dai
秦镇米皮,秦鎮米皮,187,qin zhen mi pi
蒸熊掌,蒸熊掌,187,zheng xiong zhang
长汀豆腐干,長汀豆腐乾,187,chang ting dou fu gan
洋姑娘,洋姑娘,187,yang gu niang
泡椒牛蛙,泡椒牛蛙,187,pao jiao niu wa
老半斋,老半齋,186,lao ban zhai
荠菜饺,薺菜餃,186,ji cai jiao
杂糖,雜糖,186,za tang
灌汤小笼包,灌湯小籠包,185,guan tang xiao long bao
赣南小炒鱼,贛南小炒魚,185,gan nan xiao chao yu
乙二胺四乙酸二钠,乙二胺四乙酸二鈉,185,yi er an si yi suan er na
长春卷,長春捲,185,chang chun juan
鸡豆花,雞豆花,184,ji dou hua
低醇啤酒,低醇啤酒,184,di chun pi jiu
雷州狗肉煲,雷州狗肉煲,184,lei zhou gou rou bao
西红柿牛肉汤,西紅柿牛肉湯,184,xi hong shi niu rou tang
煎酿三宝,煎釀三寶,184,jian niang san bao
芙蓉汤,芙蓉湯,184,fu rong tang
粿汁,粿汁,183,guo zhi
干蒸烧卖,幹蒸燒賣,183,gan zheng shao mai
石家饭店,石家飯店,183,shi jia fan dian
野味火锅,野味火鍋,183,ye wei huo guo
眉毛酥,眉毛酥,183,mei mao su
羊柳,羊柳,183,yang liu
温泉蛋,溫泉蛋,182,wen quan dan
龙眼包子,龍眼包子,182,long yan bao zi
蔗糖素,蔗糖素,182,zhe tang su
得莫利炖活鱼,得莫利燉活魚,182,de mo li dun huo yu
蜜汁火方,蜜汁火方,182,mi zhi huo fang
丙酸钠,丙酸鈉,181,bing suan na
番茄蛋花汤,番茄蛋花湯,181,fan qie dan hua tang
草莓慕斯,草莓慕斯,181,cao mei mu si
温泉鸡,溫泉雞,181,wen quan ji
糖油粑,糖油粑,180,tang you ba
凉皮子,涼皮子,180,liang pi zi
金线油塔,金線油塔,180,jin xian you ta
荞粑粑,蕎粑粑,180,qiao ba ba
麦辣鸡翅,麥辣雞翅,180,mai la ji chi
集贤里,集賢裏,180,ji xian li
油炸果子,油炸果子,180,you zha guo zi
米凉粉,米涼粉,179,mi liang fen
老都一处,老都一處,179,lao dou yi chu
闻喜煮饼,聞喜煮餅,179,wen xi zhu bing
核桃酪,核桃酪,179,he tao lao
益胃汤,益胃湯,179,yi wei tang
宜宾燃面,宜賓燃面,179,yi bin ran mian
泰山赤鳞鱼,泰山赤鱗魚,179,tai shan chi lin yu
赤藓糖醇,赤蘚糖醇,179,chi xian tang chun
芝麻杆,芝麻桿,178,zhi ma gan
泡椒田鸡,泡椒田雞,178,pao jiao tian ji
同川梨,同川梨,178,tong chuan li
酸菜炒米,酸菜炒米,178,suan cai chao mi
油炸青苔,油炸青苔,177,you zha qing tai
油淋鸡,油淋雞,177,you lin ji
婚庆蛋糕,婚慶蛋糕,177,hun qing dan gao
尕面片,尕面片,177,ga mian pian
布丁蛋糕,布丁蛋糕,177,bu ding dan gao
杨麻子,楊麻子,176,yang ma zi
连城地瓜干,連城地瓜幹,176,lian cheng di gua gan
蓬莱小面,蓬萊小面,176,peng lai xiao mian
东坡饼,東坡餅,176,dong po bing
花生浆,花生漿,176,hua sheng jiang
酥鲫鱼,酥鯽魚,176,su ji yu
炸牛肉,炸牛肉,175,zha niu rou
清炖甲鱼,清燉甲魚,175,qing dun jia yu
糕粑,糕粑,175,gao ba
赛螃蟹,賽螃蟹,175,sai pang xie
葡萄糖酸内酯,葡萄糖酸內酯,175,pu tao tang suan nei zhi
泡椒牛肉,泡椒牛肉,174,pao jiao niu rou
老妈蹄花,老媽蹄花,174,lao ma ti hua
黑肠,黑腸,174,hei chang
甜水面,甜水麪,174,tian shui mian
白市驿板鸭,白市驛板鴨,174,bai shi yi ban ya
喝螺,喝螺,174,he luo
全家富,全家富,173,quan jia fu
迷迭香叶,迷迭香葉,173,mi die xiang ye
酥皮月饼,酥皮月餅,173,su pi yue bing
苯甲酸苄酯,苯甲酸苄酯,172,ben jia suan bian zhi
小肚儿,小肚兒,171,xiao du er
咸鸭烧黄豆,鹹鴨燒黃豆,171,xian ya shao huang dou
糖芋头,糖芋頭,171,tang yu tou
黄桂柿子饼,黃桂柿子餅,171,huang gui shi zi bing
氯化锰,氯化錳,171,lv hua meng
玫瑰花粥,玫瑰花粥,171,mei gui hua zhou
车厘哥夫,車釐哥夫,170,che li ge fu
藜蒿炒腊肉,藜蒿炒臘肉,170,li hao chao la rou
爪哇咖啡,爪哇咖啡,170,zhao wa ka fei
奶汤面,奶湯麪,170,nai tang mian
凤尾鱼罐头,鳳尾魚罐頭,170,feng wei yu guan tou
素烩,素燴,170,su hui
骨髓壮,骨髓壯,170,gu sui zhuang
沛县狗肉,沛縣狗肉,170,pei xian gou rou
永定菜干,永定菜乾,170,yong ding cai gan
氧化铁黑,氧化鐵黑,170,yang hua tie hei
圣诞布丁,聖誕布丁,169,sheng dan bu ding
柑桔黄,柑桔黃,169,gan ju huang
泰山女儿茶,泰山女兒茶,169,tai shan nv er cha
绍兴麻鸭,紹興麻鴨,169,shao xing ma ya
竹筒鸡,竹筒雞,169,zhu tong ji
香酥麻鸭,香酥麻鴨,168,xiang su ma ya
醋粟,醋粟,168,cu su
重阳花糕,重陽花糕,168,chong yang hua gao
槐豆胶,槐豆膠,168,huai dou jiao
玉液泉,玉液泉,167,yu ye quan
甜玉米罐头,甜玉米罐頭,167,tian yu mi guan tou
孜然牛肉,孜然牛肉,166,zi ran niu rou
青精饭,青精飯,166,qing jing fan
蟹壳黄烧饼,蟹殼黃燒餅,166,xie ke huang shao bing
天府花生,天府花生,166,tian fu hua sheng
欢喜坨,歡喜坨,166,huan xi tuo
清蒸加吉鱼,清蒸加吉魚,165,qing zheng jia ji yu
素烧鹅,素燒鵝,165,su shao e
香菜圆子,香菜圓子,165,xiang cai yuan zi
马奶子酒,馬奶子酒,165,ma nai zi jiu
万年长青,萬年長青,165,wan nian chang qing
大肉饼,大肉餅,165,da rou bing
皮条鳝鱼,皮條鱔魚,165,pi tiao shan yu
天水呱呱,天水呱呱,164,tian shui gu gu
糊塌子,糊塌子,164,hu ta zi
腊猪头,臘豬頭,164,la zhu tou
姊妹团子,姊妹糰子,164,zi mei tuan zi
酱肉包,醬肉包,164,jiang rou bao
羊杂割,羊雜割,163,yang za ge
玉米热狗,玉米熱狗,163,yu mi re gou
凤戏牡丹,鳳戲牡丹,162,feng xi mu dan
蓝莓芝士,藍莓芝士,162,lan mei zhi shi
稀豆粉,稀豆粉,162,xi dou fen
大理石蛋糕,大理石蛋糕,162,da li shi dan gao
雪花羊肉,雪花羊肉,162,xue hua yang rou
葡萄鱼,葡萄魚,162,pu tao yu
红烧猪手,紅燒豬手,161,hong shao zhu shou
拌莴笋,拌萵筍,161,ban wo sun
紫罗兰酮,紫羅蘭酮,161,zi luo lan tong
蟹黄鱼翅,蟹黃魚翅,161,xie huang yu chi
柠檬鸡,檸檬雞,160,ning meng ji
泡菜鱼,泡菜魚,160,pao cai yu
火锅粉,火鍋粉,160,huo guo fen
富顺豆花,富順豆花,160,fu shun dou hua
酒肠,酒腸,160,jiu chang
黑椒牛仔骨,黑椒牛仔骨,160,hei jiao niu zai gu
拌肚丝,拌肚絲,159,ban du si
海米冬瓜,海米冬瓜,159,hai mi dong gua
莜面栲栳栳,莜麪栲栳栳,159,you mian kao lao lao
薄烤饼,薄烤餅,158,bao kao bing
江津米花糖,江津米花糖,158,jiang jin mi hua tang
薄荷素油,薄荷素油,158,bo he su you
金钱饼,金錢餅,158,jin qian bing
潘趣酒,潘趣酒,158,pan qu jiu
金针菇罐头,金針菇罐頭,158,jin zhen gu guan tou
鲔鱼三明治,鮪魚三明治,157,wei yu san ming zhi
