simp_word,trad_word,freq,pinyin
编码问题,編碼問題,3970,bian ma wen ti
位运算符,位運算符,3968,wei yun suan fu
包管理,包管理,3963,bao guan li
开放源码,開放源碼,3963,kai fang yuan ma
堆和栈,堆和棧,3962,dui he zhan
原型模式,原型模式,3957,yuan xing mo shi
文件编码,文件編碼,3953,wen jian bian ma
数据解析,數據解析,3944,shu ju jie xi
对称加密,對稱加密,3943,dui chen jia mi
消息通知,消息通知,3943,xiao xi tong zhi
监控系统,監控系統,3941,jian kong xi tong
调度算法,調度算法,3938,diao du suan fa
汇编指令,彙編指令,3934,hui bian zhi ling
邮件发送,郵件發送,3934,you jian fa song
省略号,省略號,3932,sheng lve hao
内部存储,內部存儲,3931,nei bu cun chu
字符替换,字符替換,3930,zi fu ti huan
编译内核,編譯內核,3923,bian yi nei he
目标目录,目標目錄,3919,mu biao mu lu
播放音乐,播放音樂,3912,bo fang yin yue
泛型类,泛型類,3910,fan xing lei
表单验证,表單驗證,3907,biao dan yan zheng
加解密,加解密,3906,jia jie mi
java实现,java實現,3905,java shi xian
主方法,主方法,3903,zhu fang fa
数组越界,數組越界,3903,shu zu yue jie
数组指针,數組指針,3901,shu zu zhi zhen
内置类型,內置類型,3899,nei zhi lei xing
启动文件,啓動文件,3899,qi dong wen jian
关系运算符,關係運算符,3898,guan xi yun suan fu
事件循环,事件循環,3895,shi jian xun huan
推送消息,推送消息,3893,tui song xiao xi
广播接收器,廣播接收器,3893,guang bo jie shou qi
启动项,啓動項,3889,qi dong xiang
参数文件,參數文件,3889,can shu wen jian
事件监听器,事件監聽器,3889,shi jian jian ting qi
子图,子圖,3888,zi tu
代码实例,代碼實例,3888,dai ma shi li
返回按钮,返回按鈕,3886,fan hui an niu
终端设备,終端設備,3884,zhong duan she bei
外键约束,外鍵約束,3883,wai jian yue shu
语言环境,語言環境,3883,yu yan huan jing
解析xml,解析xml,3882,jie xi xml
B树,B樹,3880,B shu
计算机语言,計算機語言,3877,ji suan ji yu yan
JDK安装,JDK安裝,3875,JDK an zhuang
Android源码,Android源碼,3874,Android yuan ma
构建工具,構建工具,3873,gou jian gong ju
实时监控,實時監控,3872,shi shi jian kong
交互方式,交互方式,3871,jiao hu fang shi
属性动画,屬性動畫,3871,shu xing dong hua
功能需求,功能需求,3870,gong neng xu qiu
有序数组,有序數組,3870,you xu shu zu
内置对象,內置對象,3865,nei zhi dui xiang
连通性,連通性,3864,lian tong xing
动态调用,動態調用,3863,dong tai diao yong
分页查询,分頁查詢,3861,fen ye cha xun
显示中文,顯示中文,3860,xian shi zhong wen
虚函数表,虛函數表,3860,xu han shu biao
web工程,web工程,3859,web gong cheng
性能比,性能比,3859,xing neng bi
加密方式,加密方式,3856,jia mi fang shi
Tomcat服务器,Tomcat服務器,3854,Tomcat fu wu qi
文本处理,文本處理,3854,wen ben chu li
百度云,百度雲,3852,bai du yun
开发软件,開發軟件,3852,kai fa ruan jian
内存布局,內存佈局,3849,nei cun bu ju
单核,單核,3848,dan he
最高优先级,最高優先級,3843,zui gao you xian ji
坐标系统,座標系統,3839,zuo biao xi tong
跨语言,跨語言,3835,kua yu yan
简单工厂模式,簡單工廠模式,3834,jian dan gong chang mo shi
自动提示,自動提示,3833,zi dong ti shi
注解方式,註解方式,3830,zhu jie fang shi
年在,年在,3829,nian zai
上架,上架,3828,shang jia
自定义view,自定義view,3827,zi ding yi view
外部程序,外部程序,3827,wai bu cheng xu
系统应用,系統應用,3825,xi tong ying yong
邻域,鄰域,3824,lin yu
滑块,滑塊,3822,hua kuai
二叉搜索树,二叉搜索樹,3821,er cha sou suo shu
字符串函数,字符串函數,3811,zi fu chuan han shu
工具链,工具鏈,3810,gong ju lian
应用服务,應用服務,3810,ying yong fu wu
正则匹配,正則匹配,3807,zheng ze pi pei
数据迁移,數據遷移,3800,shu ju qian yi
系统目录,系統目錄,3796,xi tong mu lu
工具条,工具條,3795,gong ju tiao
手动输入,手動輸入,3793,shou dong shu ru
聚合函数,聚合函數,3792,ju he han shu
模板引擎,模板引擎,3788,mu ban yin qing
编码规范,編碼規範,3788,bian ma gui fan
设备名,設備名,3787,she bei ming
初始化列表,初始化列表,3786,chu shi hua lie biao
带符号,帶符號,3785,dai fu hao
Set集合,Set集合,3783,Set ji he
集合框架,集合框架,3782,ji he kuang jia
UML图,UML圖,3781,UML tu
hash算法,hash算法,3778,hash suan fa
块级元素,塊級元素,3777,kuai ji yuan su
算法分析,算法分析,3775,suan fa fen xi
产品开发,產品開發,3773,chan pin kai fa
数据库引擎,數據庫引擎,3772,shu ju ku yin qing
最小公倍数,最小公倍數,3772,zui xiao gong bei shu
线程状态,線程狀態,3768,xian cheng zhuang tai
淡入淡出,淡入淡出,3767,dan ru dan chu
常用函数,常用函數,3764,chang yong han shu
动态分配内存,動態分配內存,3764,dong tai fen pei nei cun
输入输出流,輸入輸出流,3753,shu ru shu chu liu
click事件,click事件,3752,click shi jian
定时执行,定時執行,3750,ding shi zhi xing
结构体指针,結構體指針,3750,jie gou ti zhi zhen
语法高亮,語法高亮,3749,yu fa gao liang
上拉,上拉,3743,shang la
并发控制,併發控制,3743,bing fa kong zhi
编译链接,編譯鏈接,3743,bian yi lian jie
提高工作效率,提高工作效率,3735,ti gao gong zuo xiao lv
向上转型,向上轉型,3732,xiang shang zhuan xing
等待事件,等待事件,3729,deng dai shi jian
封包,封包,3727,feng bao
导航条,導航條,3725,dao hang tiao
逻辑地址,邏輯地址,3725,luo ji di zhi
静态链接,靜態鏈接,3721,jing tai lian jie
内存拷贝,內存拷貝,3717,nei cun kao bei
低功耗,低功耗,3714,di gong hao
C语言实现,C語言實現,3713,C yu yan shi xian
开发文档,開發文檔,3711,kai fa wen dang
数据访问层,數據訪問層,3709,shu ju fang wen ceng
取值范围,取值範圍,3707,qu zhi fan wei
移动终端,移動終端,3704,yi dong zhong duan
静态工厂方法,靜態工廠方法,3703,jing tai gong chang fang fa
产品设计,產品設計,3700,chan pin she ji
请求报文,請求報文,3700,qing qiu bao wen
笔试题,筆試題,3699,bi shi ti
集成测试,集成測試,3699,ji cheng ce shi
条件编译,條件編譯,3695,tiao jian bian yi
无法解析,無法解析,3694,wu fa jie xi
开放平台,開放平臺,3693,kai fang ping tai
阻塞队列,阻塞隊列,3693,zu se dui lie
灰度图像,灰度圖像,3689,hui du tu xiang
真机调试,真機調試,3686,zhen ji tiao shi
鼠标事件,鼠標事件,3685,shu biao shi jian
损失函数,損失函數,3684,sun shi han shu
市场份额,市場份額,3680,shi chang fen e
共享目录,共享目錄,3679,gong xiang mu lu
求余,求餘,3664,qiu yu
组播,組播,3662,zu bo
数据库事务,數據庫事務,3662,shu ju ku shi wu
上下文菜单,上下文菜單,3660,shang xia wen cai dan
常量区,常量區,3659,chang liang qu
即时通讯,即時通訊,3657,ji shi tong xun
自定义异常,自定義異常,3656,zi ding yi yi chang
最小宽度,最小寬度,3655,zui xiao kuan du
最小堆,最小堆,3654,zui xiao dui
对象复制,對象複製,3653,dui xiang fu zhi
技术方面,技術方面,3650,ji shu fang mian
保护模式,保護模式,3648,bao hu mo shi
导出数据,導出數據,3646,dao chu shu ju
关键帧,關鍵幀,3644,guan jian zhen
传递性,傳遞性,3643,chuan di xing
绘制图形,繪製圖形,3643,hui zhi tu xing
打印日志,打印日誌,3640,da yin ri zhi
技术文档,技術文檔,3638,ji shu wen dang
真实世界,真實世界,3635,zhen shi shi jie
查看源代码,查看源代碼,3635,cha kan yuan dai ma
安装使用,安裝使用,3634,an zhuang shi yong
计算机程序,計算機程序,3634,ji suan ji cheng xu
地址映射,地址映射,3633,di zhi ying she
缓存系统,緩存系統,3633,huan cun xi tong
热键,熱鍵,3629,re jian
推荐系统,推薦系統,3627,tui jian xi tong
java应用,java應用,3626,java ying yong
饿汉式,餓漢式,3626,e han shi
系统权限,系統權限,3618,xi tong quan xian
系统参数,系統參數,3616,xi tong can shu
动态内存分配,動態內存分配,3616,dong tai nei cun fen pei
文件压缩,文件壓縮,3613,wen jian ya suo
事件源,事件源,3608,shi jian yuan
简书,簡書,3605,jian shu
Home键,Home鍵,3602,Home jian
专业知识,專業知識,3601,zhuan ye zhi shi
面向接口编程,面向接口編程,3601,mian xiang jie kou bian cheng
进程名,進程名,3600,jin cheng ming
回文串,迴文串,3599,hui wen chuan
分布式数据库,分佈式數據庫,3591,fen bu shi shu ju ku
辅助函数,輔助函數,3589,fu zhu han shu
系统安全,系統安全,3587,xi tong an quan
企业级应用,企業級應用,3585,qi ye ji ying yong
软中断,軟中斷,3583,ruan zhong duan
源码安装,源碼安裝,3582,yuan ma an zhuang
JVM内存,JVM內存,3581,JVM nei cun
ORM框架,ORM框架,3579,ORM kuang jia
公钥加密,公鑰加密,3579,gong yao jia mi
时钟周期,時鐘週期,3578,shi zhong zhou qi
泛型类型,泛型類型,3576,fan xing lei xing
代码区,代碼區,3571,dai ma qu
用户认证,用戶認證,3569,yong hu ren zheng
运行时错误,運行時錯誤,3569,yun xing shi cuo wu
音频流,音頻流,3566,yin pin liu
闪存,閃存,3562,shan cun
自旋锁,自旋鎖,3562,zi xuan suo
测试点,測試點,3559,ce shi dian
集合操作,集合操作,3559,ji he cao zuo
程序调试,程序調試,3557,cheng xu tiao shi
辅助工具,輔助工具,3557,fu zhu gong ju
分支合并,分支合併,3554,fen zhi he bing
调度程序,調度程序,3554,diao du cheng xu
被调用者,被調用者,3553,bei diao yong zhe
滑动窗口,滑動窗口,3550,hua dong chuang kou
单一职责原则,單一職責原則,3549,dan yi zhi ze yuan ze
进制转换,進制轉換,3548,jin zhi zhuan huan
远程控制,遠程控制,3546,yuan cheng kong zhi
错误页面,錯誤頁面,3545,cuo wu ye mian
竖线,豎線,3544,shu xian
权威指南,權威指南,3541,quan wei zhi nan
应用商店,應用商店,3540,ying yong shang dian
兼容问题,兼容問題,3539,jian rong wen ti
本地地址,本地地址,3537,ben di di zhi
状态模式,狀態模式,3536,zhuang tai mo shi
网页设计,網頁設計,3536,wang ye she ji
用户线程,用戶線程,3534,yong hu xian cheng
touch事件,touch事件,3533,touch shi jian
任务栏,任務欄,3533,ren wu lan
服务器交互,服務器交互,3533,fu wu qi jiao hu
拨打电话,撥打電話,3532,bo da dian hua
父子进程,父子進程,3532,fu zi jin cheng
字长,字長,3531,zi zhang
帮助类,幫助類,3529,bang zhu lei
屏幕方向,屏幕方向,3529,ping mu fang xiang
垃圾邮件,垃圾郵件,3528,la ji you jian
守护线程,守護線程,3527,shou hu xian cheng
控制台程序,控制檯程序,3523,kong zhi tai cheng xu
分表,分表,3521,fen biao
窗口句柄,窗口句柄,3521,chuang kou ju bing
线程优先级,線程優先級,3520,xian cheng you xian ji
主从复制,主從複製,3517,zhu cong fu zhi
包管理器,包管理器,3514,bao guan li qi
感叹号,感嘆號,3512,gan tan hao
大小写不敏感,大小寫不敏感,3512,da xiao xie bu min gan
类初始化,類初始化,3510,lei chu shi hua
替换字符串,替換字符串,3510,ti huan zi fu chuan
服务质量,服務質量,3507,fu wu zhi liang
最大匹配,最大匹配,3504,zui da pi pei
服务器性能,服務器性能,3504,fu wu qi xing neng
同步请求,同步請求,3503,tong bu qing qiu
扩展方法,擴展方法,3502,kuo zhan fang fa
半角,半角,3501,ban jiao
查询缓存,查詢緩存,3501,cha xun huan cun
服务器集群,服務器集羣,3499,fu wu qi ji qun
面向切面编程,面向切面編程,3498,mian xiang qie mian bian cheng
键盘事件,鍵盤事件,3491,jian pan shi jian
软件源,軟件源,3490,ruan jian yuan
位取反,位取反,3489,wei qu fan
动态数据,動態數據,3487,dong tai shu ju
图形化界面,圖形化界面,3486,tu xing hua jie mian
自动装箱,自動裝箱,3484,zi dong zhuang xiang
枚举类,枚舉類,3483,mei ju lei
系统命令,系統命令,3482,xi tong ming ling
系统时钟,系統時鐘,3482,xi tong shi zhong
绝对地址,絕對地址,3475,jue dui di zhi
网络设置,網絡設置,3470,wang luo she zhi
位与,位與,3469,wei yu
安卓开发,安卓開發,3468,an zhuo kai fa
互联网应用,互聯網應用,3468,hu lian wang ying yong
数据库管理,數據庫管理,3466,shu ju ku guan li
排序规则,排序規則,3465,pai xu gui ze
烧写,燒寫,3463,shao xie
数字转换,數字轉換,3459,shu zi zhuan huan
争用,爭用,3458,zheng yong
控制台输入,控制檯輸入,3456,kong zhi tai shu ru
语言特性,語言特性,3455,yu yan te xing
享元模式,享元模式,3452,xiang yuan mo shi
单实例,單實例,3450,dan shi li
二义性,二義性,3446,er yi xing
编译参数,編譯參數,3443,bian yi can shu
事务回滚,事務回滾,3442,shi wu hui gun
名称空间,名稱空間,3442,ming cheng kong jian
Activity启动,Activity啓動,3441,Activity qi dong
弱类型,弱類型,3441,ruo lei xing
互操作,互操作,3439,hu cao zuo
实用程序,實用程序,3437,shi yong cheng xu
模板方法模式,模板方法模式,3437,mu ban fang fa mo shi
SQL语言,SQL語言,3436,SQL yu yan
子数组,子數組,3436,zi shu zu
IT行业,IT行業,3435,IT hang ye
工程项目,工程項目,3434,gong cheng xiang mu
人机交互,人機交互,3433,ren ji jiao hu
类模板,類模板,3430,lei mu ban
传递对象,傳遞對象,3429,chuan di dui xiang
代码规范,代碼規範,3426,dai ma gui fan
段错误,段錯誤,3425,duan cuo wu
依赖管理,依賴管理,3423,yi lai guan li
数学模型,數學模型,3422,shu xue mo xing
事务隔离级别,事務隔離級別,3422,shi wu ge li ji bie
聚类算法,聚類算法,3419,ju lei suan fa
用户代理,用戶代理,3417,yong hu dai li
获取当前时间,獲取當前時間,3414,huo qu dang qian shi jian
一级缓存,一級緩存,3413,yi ji huan cun
可移植,可移植,3412,ke yi zhi
返回函数,返回函數,3411,fan hui han shu
项目源码,項目源碼,3411,xiang mu yuan ma
侧边栏,側邊欄,3408,ce bian lan
密钥对,密鑰對,3407,mi yao dui
硬盘分区,硬盤分區,3406,ying pan fen qu
全文检索,全文檢索,3403,quan wen jian suo
线程模型,線程模型,3403,xian cheng mo xing
KMP算法,KMP算法,3400,KMP suan fa
暂停状态,暫停狀態,3398,zan ting zhuang tai
开发技术,開發技術,3395,kai fa ji shu
安装失败,安裝失敗,3394,an zhuang shi bai
算法导论,算法導論,3394,suan fa dao lun
代码重用,代碼重用,3392,dai ma zhong yong
自动重启,自動重啓,3392,zi dong chong qi
高级特性,高級特性,3387,gao ji te xing
显示设备,顯示設備,3385,xian shi she bei
外边距,外邊距,3383,wai bian ju
pa,pa,3381,pa
聊天室,聊天室,3379,liao tian shi
数据获取,數據獲取,3379,shu ju huo qu
递推公式,遞推公式,3379,di tui gong shi
计划任务,計劃任務,3378,ji hua ren wu
数据库应用,數據庫應用,3374,shu ju ku ying yong
环境变量设置,環境變量設置,3372,huan jing bian liang she zhi
分布式事务,分佈式事務,3367,fen bu shi shi wu
编码格式,編碼格式,3365,bian ma ge shi
代码测试,代碼測試,3362,dai ma ce shi
饼图,餅圖,3361,bing tu
数据冗余,數據冗餘,3361,shu ju rong yu
命名管道,命名管道,3360,ming ming guan dao
矩阵相乘,矩陣相乘,3359,ju zhen xiang cheng
远程分支,遠程分支,3357,yuan cheng fen zhi
#ifdef,#ifdef,3356,#ifdef
硬链接,硬鏈接,3356,ying lian jie
分类算法,分類算法,3356,fen lei suan fa
保存状态,保存狀態,3355,bao cun zhuang tai
元素节点,元素節點,3355,yuan su jie dian
休眠状态,休眠狀態,3354,xiu mian zhuang tai
工作队列,工作隊列,3354,gong zuo dui lie
技术交流,技術交流,3354,ji shu jiao liu
交叉编译器,交叉編譯器,3350,jiao cha bian yi qi
软件开发过程,軟件開發過程,3350,ruan jian kai fa guo cheng
服务器应用,服務器應用,3347,fu wu qi ying yong
基础类,基礎類,3346,ji chu lei
字符匹配,字符匹配,3346,zi fu pi pei
启动失败,啓動失敗,3345,qi dong shi bai
异或运算,異或運算,3344,yi huo yun suan
拆箱,拆箱,3343,chai xiang
闪退,閃退,3342,shan tui
TCP/UDP,TCP/UDP,3339,TCP/UDP
开发周期,開發週期,3338,kai fa zhou qi
gcc编译,gcc編譯,3335,gcc bian yi
自定义标签,自定義標籤,3331,zi ding yi biao qian
2d,2d,3330,2d
复制构造函数,複製構造函數,3329,fu zhi gou zao han shu
暂存区,暫存區,3328,zan cun qu
变量命名,變量命名,3328,bian liang ming ming
远程过程调用,遠程過程調用,3326,yuan cheng guo cheng diao yong
原创作品,原創作品,3325,yuan chuang zuo pin
视频编码,視頻編碼,3325,shi pin bian ma
连接点,連接點,3322,lian jie dian
进程退出,進程退出,3321,jin cheng tui chu
磁盘缓存,磁盤緩存,3320,ci pan huan cun
properties文件,properties文件,3317,properties wen jian
缓存服务器,緩存服務器,3316,huan cun fu wu qi
相互调用,相互調用,3315,xiang hu diao yong
移动网络,移動網絡,3315,yi dong wang luo
自动布局,自動佈局,3312,zi dong bu ju
#ifndef,#ifndef,3310,#ifndef
单向链表,單向鏈表,3310,dan xiang lian biao
共享存储,共享存儲,3304,gong xiang cun chu
共享锁,共享鎖,3303,gong xiang suo
信息技术,信息技術,3302,xin xi ji shu
应用名称,應用名稱,3302,ying yong ming cheng
代码复用,代碼複用,3301,dai ma fu yong
前序,前序,3300,qian xu
类目,類目,3298,lei mu
空白符,空白符,3296,kong bai fu
无法删除,無法刪除,3294,wu fa shan chu
Dalvik虚拟机,Dalvik虛擬機,3293,Dalvik xu ni ji
样本集,樣本集,3291,yang ben ji
中国移动,中國移動,3291,zhong guo yi dong
字符输入,字符輸入,3291,zi fu shu ru
数据可视化,數據可視化,3286,shu ju ke shi hua
第三方类库,第三方類庫,3286,di san fang lei ku
编程能力,編程能力,3284,bian cheng neng li
解题报告,解題報告,3284,jie ti bao gao
DNS解析,DNS解析,3282,DNS jie xi
hash函数,hash函數,3281,hash han shu
二进制流,二進制流,3281,er jin zhi liu
模板方法,模板方法,3280,mu ban fang fa
灰度图,灰度圖,3278,hui du tu
功能点,功能點,3277,gong neng dian
查询语言,查詢語言,3276,cha xun yu yan
无法安装,無法安裝,3273,wu fa an zhuang
计算表达式,計算表達式,3273,ji suan biao da shi
系统库,系統庫,3266,xi tong ku
并行化,並行化,3263,bing xing hua
错误类型,錯誤類型,3262,cuo wu lei xing
内连接,內連接,3259,nei lian jie
Web框架,Web框架,3256,Web kuang jia
方法重写,方法重寫,3256,fang fa zhong xie
系统结构,系統結構,3256,xi tong jie gou
对象池,對象池,3254,dui xiang chi
测试阶段,測試階段,3252,ce shi jie duan
手机应用,手機應用,3251,shou ji ying yong
非对称加密,非對稱加密,3249,fei dui chen jia mi
final关键字,final關鍵字,3246,final guan jian zi
新知识,新知識,3246,xin zhi shi
类成员函数,類成員函數,3245,lei cheng yuan han shu
super关键字,super關鍵字,3244,super guan jian zi
模块加载,模塊加載,3244,mo kuai jia zai
网站开发,網站開發,3241,wang zhan kai fa
配置使用,配置使用,3241,pei zhi shi yong
可变数组,可變數組,3240,ke bian shu zu
终止程序,終止程序,3238,zhong zhi cheng xu
自增长,自增長,3237,zi zeng zhang
内存管理机制,內存管理機制,3235,nei cun guan li ji zhi
Linux服务器,Linux服務器,3232,Linux fu wu qi
乐观锁,樂觀鎖,3232,le guan suo
标志符,標誌符,3228,biao zhi fu
获取时间,獲取時間,3228,huo qu shi jian
存取速度,存取速度,3227,cun qu su du
有效时间,有效時間,3226,you xiao shi jian
关联对象,關聯對象,3224,guan lian dui xiang
数据表示,數據表示,3224,shu ju biao shi
linux环境,linux環境,3222,linux huan jing
中断请求,中斷請求,3220,zhong duan qing qiu
内核线程,內核線程,3215,nei he xian cheng
mac地址,mac地址,3213,mac di zhi
内核启动,內核啓動,3208,nei he qi dong
显示模式,顯示模式,3207,xian shi mo shi
字符指针,字符指針,3206,zi fu zhi zhen
搜索文件,搜索文件,3206,sou suo wen jian
SQL数据库,SQL數據庫,3205,SQL shu ju ku
第三方框架,第三方框架,3205,di san fang kuang jia
无符号数,無符號數,3202,wu fu hao shu
暴力枚举,暴力枚舉,3201,bao li mei ju
外观模式,外觀模式,3198,wai guan mo shi
插入节点,插入節點,3197,cha ru jie dian
广度优先搜索,廣度優先搜索,3196,guang du you xian sou suo
程序出错,程序出錯,3194,cheng xu chu cuo
登陆界面,登陸界面,3187,deng lu jie mian
日志系统,日誌系統,3184,ri zhi xi tong
设备节点,設備節點,3182,she bei jie dian
目标程序,目標程序,3179,mu biao cheng xu
机器语言,機器語言,3178,ji qi yu yan
浮点运算,浮點運算,3178,fu dian yun suan
延迟执行,延遲執行,3177,yan chi zhi xing
渲染器,渲染器,3176,xuan ran qi
数据库备份,數據庫備份,3176,shu ju ku bei fen
退出应用,退出應用,3175,tui chu ying yong
系统维护,系統維護,3171,xi tong wei hu
数据导出,數據導出,3170,shu ju dao chu
程序错误,程序錯誤,3170,cheng xu cuo wu
实时系统,實時系統,3169,shi shi xi tong
自由软件,自由軟件,3167,zi you ruan jian
H5,H5,3166,H5
不启用,不啓用,3166,bu qi yong
批量处理,批量處理,3166,pi liang chu li
语言开发,語言開發,3162,yu yan kai fa
屏幕适配,屏幕適配,3159,ping mu shi pei
数据接口,數據接口,3158,shu ju jie kou
基本组件,基本組件,3155,ji ben zu jian
瀑布流,瀑布流,3154,pu bu liu
进程控制,進程控制,3153,jin cheng kong zhi
动态更新,動態更新,3151,dong tai geng xin
后台管理,後臺管理,3151,hou tai guan li
技术架构,技術架構,3151,ji shu jia gou
异步线程,異步線程,3147,yi bu xian cheng
存储类型,存儲類型,3146,cun chu lei xing
帧动画,幀動畫,3145,zhen dong hua
扁平化,扁平化,3145,bian ping hua
顺序查找,順序查找,3145,shun xu cha zhao
回滚事务,回滾事務,3143,hui gun shi wu
图像识别,圖像識別,3143,tu xiang shi bie
混合模式,混合模式,3142,hun he mo shi
服务提供者,服務提供者,3141,fu wu ti gong zhe
项目经验,項目經驗,3140,xiang mu jing yan
导包,導包,3136,dao bao
数据编码,數據編碼,3134,shu ju bian ma
友元函数,友元函數,3133,you yuan han shu
驱动开发,驅動開發,3133,qu dong kai fa
多版本,多版本,3132,duo ban ben
应用框架,應用框架,3131,ying yong kuang jia
string类,string類,3129,string lei
电子邮件地址,電子郵件地址,3129,dian zi you jian di zhi
可重入,可重入,3128,ke zhong ru
网络游戏,網絡遊戲,3126,wang luo you xi
指示符,指示符,3119,zhi shi fu
连通图,連通圖,3119,lian tong tu
散列函数,散列函數,3116,san lie han shu
结构体数组,結構體數組,3115,jie gou ti shu zu
命令操作,命令操作,3114,ming ling cao zuo
循环播放,循環播放,3111,xun huan bo fang
列表框,列表框,3110,lie biao kuang
R语言,R語言,3109,R yu yan
表连接,表連接,3109,biao lian jie
碎片化,碎片化,3107,sui pian hua
中文编码,中文編碼,3105,zhong wen bian ma
while语句,while語句,3103,while yu ju
缓冲区溢出,緩衝區溢出,3101,huan chong qu yi chu
系统平台,系統平臺,3097,xi tong ping tai
Activity生命周期,Activity生命週期,3096,Activity sheng ming zhou qi
本地图片,本地圖片,3090,ben di tu pian
测试脚本,測試腳本,3090,ce shi jiao ben
编码方法,編碼方法,3089,bian ma fang fa
网络技术,網絡技術,3087,wang luo ji shu
小键盘,小鍵盤,3086,xiao jian pan
加载更多,加載更多,3085,jia zai geng duo
java项目,java項目,3083,java xiang mu
老年代,老年代,3080,lao nian dai
异常处理机制,異常處理機制,3080,yi chang chu li ji zhi
静态链接库,靜態鏈接庫,3078,jing tai lian jie ku
核函数,核函數,3076,he han shu
动态注册,動態註冊,3074,dong tai zhu ce
创建日期,創建日期,3072,chuang jian ri qi
彩色图像,彩色圖像,3072,cai se tu xiang
读锁,讀鎖,3071,du suo
测试报告,測試報告,3071,ce shi bao gao
方程组,方程組,3070,fang cheng zu
基本介绍,基本介紹,3066,ji ben jie shao
多参数,多參數,3063,duo can shu
QQ空间,QQ空間,3062,QQ kong jian
关闭按钮,關閉按鈕,3060,guan bi an niu
条件概率,條件概率,3059,tiao jian gai lv
无法加载,無法加載,3055,wu fa jia zai
跨浏览器,跨瀏覽器,3054,kua liu lan qi
造轮子,造輪子,3053,zao lun zi
任务分配,任務分配,3053,ren wu fen pei
端口映射,端口映射,3050,duan kou ying she
类型转化,類型轉化,3048,lei xing zhuan hua
匿名对象,匿名對象,3044,ni ming dui xiang
模板函数,模板函數,3042,mu ban han shu
DOS命令,DOS命令,3040,DOS ming ling
自动挂载,自動掛載,3039,zi dong gua zai
lambda表达式,lambda表達式,3036,lambda biao da shi
android项目,android項目,3034,android xiang mu
存储管理,存儲管理,3034,cun chu guan li
折半查找,折半查找,3034,zhe ban cha zhao
控制结构,控制結構,3033,kong zhi jie gou
服务器软件,服務器軟件,3032,fu wu qi ruan jian
内存结构,內存結構,3031,nei cun jie gou
数据驱动,數據驅動,3031,shu ju qu dong
数据库链接,數據庫鏈接,3025,shu ju ku lian jie
全角,全角,3024,quan jiao
阴影效果,陰影效果,3024,yin ying xiao guo
分隔线,分隔線,3023,fen ge xian
控制语句,控制語句,3023,kong zhi yu ju
Ubuntu系统,Ubuntu系統,3020,Ubuntu xi tong
目标系统,目標系統,3020,mu biao xi tong
校验码,校驗碼,3013,jiao yan ma
集群环境,集羣環境,3008,ji qun huan jing
自动释放池,自動釋放池,3008,zi dong shi fang chi
拒绝访问,拒絕訪問,3006,ju jue fang wen
全连接,全連接,3001,quan lian jie
开源工具,開源工具,2999,kai yuan gong ju
编译器优化,編譯器優化,2998,bian yi qi you hua
文件合并,文件合併,2995,wen jian he bing
详细设计,詳細設計,2995,xiang xi she ji
生存周期,生存週期,2993,sheng cun zhou qi
文件管理器,文件管理器,2992,wen jian guan li qi
启动流程,啓動流程,2991,qi dong liu cheng
进程组,進程組,2990,jin cheng zu
钥匙串,鑰匙串,2990,yao shi chuan
深复制,深複製,2986,shen fu zhi
常用功能,常用功能,2986,chang yong gong neng
运行时库,運行時庫,2986,yun xing shi ku
特征点,特徵點,2983,te zheng dian
日志分析,日誌分析,2981,ri zhi fen xi
虚拟网络,虛擬網絡,2981,xu ni wang luo
模态,模態,2979,mo tai
G1,G1,2977,G1
三元组,三元組,2975,san yuan zu
文件选择,文件選擇,2974,wen jian xuan ze
运行错误,運行錯誤,2974,yun xing cuo wu
颜色空间,顏色空間,2974,yan se kong jian
码流,碼流,2965,ma liu
事务控制,事務控制,2965,shi wu kong zhi
字符串指针,字符串指針,2965,zi fu chuan zhi zhen
会话层,會話層,2964,hui hua ceng
404错误,404錯誤,2961,404 cuo wu
团队合作,團隊合作,2961,tuan dui he zuo
折线图,折線圖,2957,zhe xian tu
杀毒软件,殺毒軟件,2957,sha du ruan jian
大数据分析,大數據分析,2957,da shu ju fen xi
DOM对象,DOM對象,2955,DOM dui xiang
相对地址,相對地址,2953,xiang dui di zhi
内部错误,內部錯誤,2952,nei bu cuo wu
编程技术,編程技術,2952,bian cheng ji shu
虚拟目录,虛擬目錄,2952,xu ni mu lu
MD5加密,MD5加密,2950,MD5 jia mi
反码,反碼,2948,fan ma
建造者模式,建造者模式,2947,jian zao zhe mo shi
android平台,android平臺,2946,android ping tai
苹果开发,蘋果開發,2946,ping guo kai fa
朴素贝叶斯,樸素貝葉斯,2946,pu su bei ye si
归档文件,歸檔文件,2944,gui dang wen jian
共享文件夹,共享文件夾,2943,gong xiang wen jian jia
避免死锁,避免死鎖,2942,bi mian si suo
项目创建,項目創建,2942,xiang mu chuang jian
资源下载,資源下載,2938,zi yuan xia zai
输出重定向,輸出重定向,2938,shu chu zhong ding xiang
无参构造函数,無參構造函數,2938,wu can gou zao han shu
原型对象,原型對象,2937,yuan xing dui xiang
线程间通信,線程間通信,2936,xian cheng jian tong xin
File类,File類,2935,File lei
转换方法,轉換方法,2934,zhuan huan fang fa
技术发展,技術發展,2931,ji shu fa zhan
超文本,超文本,2930,chao wen ben
非对称,非對稱,2930,fei dui chen
原理分析,原理分析,2928,yuan li fen xi
